color,director_name,duration,actor_2_name,gross,genres,actor_1_name,movie_title,num_voted_users,actor_3_name,plot_keywords,language,country,content_rating,title_year
Color,Dwight H. Little,88,Kathleen Kinmont,17768000,Horror|Thriller,Donald Pleasence,Halloween 4: The Return of Michael Myers ,29629,Ellie Cornell,halloween|michael myers|murder|niece|october,English,USA,R,1988
Color,Fred Walton,89,Deborah Foreman,12947763,Horror|Mystery,Thomas F. Wilson,April Fool's Day ,10624,Clayton Rohner,april fool's day|island|mansion|psycho|secret,English,USA,R,1986
Color,Barry Levinson,110,Daniel Stern,14100000,Comedy|Drama,Steve Guttenberg,Diner ,14995,Ellen Barkin,baltimore colts|diner|marriage|salesman|wedding,English,USA,R,1982
Color,Steve Carver,107,William Sanderson,12200000,Action|Crime|Drama|Thriller|Western,David Carradine,Lone Wolf McQuade ,7973,Robert Beltran,drugs|martial arts|texas|texas ranger|weapon,English,USA,PG,1983
Color,Gonzalo López-Gallego,86,Ryan Robbins,17683670,Horror|Mystery|Sci-Fi|Thriller,Warren Christie,Apollo 18 ,47227,Andrew Airlie,cosmonaut|footprint|found footage|moon|secret mission,English,USA,PG-13,2011
Color,Christine Jeffs,91,Mary Lynn Rajskub,12055108,Comedy|Drama,Clifton Collins Jr.,Sunshine Cleaning ,61151,Paul Dooley,business|crime scene cleanup|private school|school|sister sister relationship,English,USA,R,2008
Color,John Erick Dowdle,103,Claire Geare,27285953,Action|Thriller,Sterling Jerins,No Escape ,48675,Sahajak Boonthanakit,asia|fictional country|hotel|rebellion|revolution,English,USA,R,2015
Color,Don Coscarelli,90,John Amos,,Action|Adventure|Fantasy,Vanna Bonta,The Beastmaster ,15345,Rip Torn,breasts|critically acclaimed|female frontal nudity|psychotronic film|sword and sorcery,English,USA,PG,1982
Color,King Vidor,141,George Sanders,,Drama|History|Romance|War,Gina Lollobrigida,Solomon and Sheba ,2017,Finlay Currie,king|pharaoh|queen|queen of sheba|tribe,English,USA,,1959
Color,Michael Tiddes,92,Mike Epps,11675178,Comedy,Fred Willard,Fifty Shades of Black ,9509,Russell Peters,color in title|parody|reference to cuba gooding jr|reference to netflix|written by star,English,USA,R,2016
Color,Bill Duke,99,Jenifer Lewis,10572742,Drama|Romance,Eddie Cibrian,Not Easily Broken ,2326,Wood Harris,african american protagonist|based on novel|title spoken by character,English,USA,PG-13,2009
 Black and White,Frank Borzage,79,Helen Hayes,,Drama|Romance|War,Gary Cooper,A Farewell to Arms ,3519,Adolphe Menjou,1910s|ambulance driver|italy|lake|nurse,English,USA,Unrated,1932
Color,Bille Woodruff,96,Brandy Norwood,9658370,Comedy|Romance,Donald Faison,The Perfect Match ,1180,Lauren London,,English,USA,R,2016
Color,Mamoru Hosoda,82,Colleen O'Shaughnessey,9628751,Action|Adventure|Animation|Family|Sci-Fi,Lara Jill Miller,Digimon: The Movie ,5164,Mona Marshall,based on video game|box office hit|computer|digimon|internet,English,USA,PG,2000
Color,Brian Dannelly,92,Patrick Fugit,8786715,Comedy|Drama,Macaulay Culkin,Saved! ,40274,Eva Amurri Martino,christian|jewish|pastor|school|virginity,English,USA,PG-13,2004
Color,Denys Arcand,112,Stéphane Rousseau,3432342,Comedy|Crime|Drama|Mystery|Romance,Marie-Josée Croze,The Barbarian Invasions ,24921,Marina Hands,cancer|dying|friend|money|socialist,French,Canada,R,2003
Color,Richard Lester,106,Denholm Elliott,,Adventure|Drama|Romance,Robert Shaw,Robin and Marian ,8930,Nicol Williamson,crusades|friar|robin hood|sheriff|sheriff of nottingham,English,USA,PG,1976
Color,J.S. Cardone,90,Kerr Smith,6755271,Horror|Thriller,Brendan Fehr,The Forsaken ,7319,Izabella Miko,flashing breasts|hitchhiker|vampire|vampire hunter|virus,English,USA,R,2001
 Black and White,Guy Hamilton,126,Carl Weathers,,Action|Drama|War,Harrison Ford,Force 10 from Navarone ,13587,Franco Nero,colonel|mission|partisan|spy|traitor,English,UK,PG,1978
Color,Jay Levey,150,Gedde Watanabe,6157157,Comedy|Drama,Fran Drescher,UHF ,21416,Michael Richards,gambling|imagination|television|television station|tv show,English,USA,PG-13,1989
Color,Nicholaus Goossen,90,Joel David Moore,6088249,Comedy,Linda Cardellini,Grandma's Boy ,67853,Shirley Jones,co worker|game tester|loss of virginity|roommate|snack,English,USA,R,2006
Color,Tamara Jenkins,91,Kevin Corrigan,5480318,Comedy|Drama,Natasha Lyonne,Slums of Beverly Hills ,9427,Jessica Walter,flatulence|menstrual blood|nomad|nursing school|title directed by female,English,USA,R,1998
Color,Sergio Leone,145,Woody Strode,,Western,Claudia Cardinale,Once Upon a Time in the West ,216005,Jack Elam,gang|gun|harmonica|killing|woman in bathtub,English,Italy,PG-13,1968
Color,Jon Favreau,95,Faizon Love,5308707,Comedy|Crime|Drama|Thriller,Jon Favreau,Made ,15053,Jonathan Silverman,friendship|loudmouth|money laundering|new york city|stripper,English,USA,R,2001
Color,Duncan Jones,97,Matt Berry,5009677,Drama|Mystery|Sci-Fi,Kevin Spacey,Moon ,260607,Benedict Wong,computer|contract|earth|moon|solitude,English,UK,R,2009
Color,Scott Marshall,90,Jami Gertz,4328294,Comedy,Miranda Cosgrove,Keeping Up with the Steins ,2719,Carter Jenkins,bar mitzvah|carried in a chair|hebrew|party|rite of passage,English,USA,PG-13,2006
Color,Ronan Chapalain,41,Guillaume Denaiffe,4074023,Documentary,Norbert Ferrer,Sea Rex 3D: Journey to a Prehistoric World ,296,Chloe Hollings,3d|imax|plesiosaur|sea|water,English,UK,,2010
Color,Atom Egoyan,112,Sarah Polley,4306697,Drama,Bruce Greenwood,The Sweet Hereafter ,26720,Simon Baker,anger|bus|child|lawyer|school,English,Canada,R,1997
Color,Xavier Beauvois,122,Michael Lonsdale,3950029,Drama,Lambert Wilson,Of Gods and Men ,12411,Olivier Rabourdin,catholic church|community|monastery|monk|terrorist,French,France,PG-13,2010
Color,Randall Miller,110,Freddy Rodríguez,4040588,Comedy|Drama,Alan Rickman,Bottle Shock ,12233,Greg Collins,airport|california|flat tire|overalls|wine,English,USA,PG-13,2008
Color,Jerry Belson,87,Tim Thomerson,,Comedy|Music|Sci-Fi,Cassandra Peterson,Jekyll and Hyde... Together Again ,881,Bess Armstrong,breasts growing|coors light|drugs|hospital|spinning in grave,English,USA,R,1982
Color,Peter Jackson,108,Jed Brophy,3049135,Biography|Crime|Drama|Romance|Thriller,Kate Winslet,Heavenly Creatures ,50197,Liz Mullane,fantasy life|friend|friendship|love|teenage crush,English,New Zealand,R,1994
Color,Michael Polish,121,Bobby Batson,4700361,Drama,Hayden Christensen,90 Minutes in Heaven ,2047,Cynthia Barrett,heaven|hospital|praying|pronounced dead|recovery,English,USA,PG-13,2015
Color,Dan Rush,97,Scott Takeda,2711210,Comedy|Drama,Will Ferrell,Everything Must Go ,40305,Stephen Root,alcoholic|beer|bicycle|new neighbor|yard sale,English,USA,R,2010
Color,Jake Kasdan,116,Ryan O'Neal,1980338,Comedy|Crime|Drama|Mystery|Thriller,Kim Dickens,Zero Effect ,12366,Angela Featherstone,blackmail|client|private detective|private investigator|tycoon,English,USA,R,1998
Color,Brad Anderson,94,Jennifer Jason Leigh,1082044,Drama|Thriller,Christian Bale,The Machinist ,281649,Reg E. Cathey,alienation|conscience|insomnia|paranoia|urban gothic,English,Spain,R,2004
Color,Paul Schrader,103,Jane Adams,1100000,Crime|Drama,Dana Delany,Light Sleeper ,3665,David Clennon,bare breasts|drugs|existentialism|new york city|redemption,English,USA,R,1992
Color,Michael Cuesta,112,Paz Vega,2445646,Biography|Crime|Drama|Mystery|Thriller,Jeremy Renner,Kill the Messenger ,32382,Robert Pralgo,based on true story|cia|cocaine|journalist|smear campaign,English,USA,R,2014
Color,John Cameron Mitchell,91,Jon Tenney,2221809,Drama,Dianne Wiest,Rabbit Hole ,40618,Tammy Blanchard,car|comic book|comic book artist|iphone|memory,English,USA,PG-13,2010
Color,Fenton Bailey,98,Mia Kirshner,296665,Biography|Crime|Drama|Thriller,Macaulay Culkin,Party Monster ,12675,Marilyn Manson,drug dealer|drugs|gay|homosexual|party,English,USA,R,2003
Color,Jeremy Saulnier,95,Mark Webber,3219029,Crime|Horror|Music|Thriller,Alia Shawkat,Green Room ,28845,Joe Cole,murder|neo nazi|punk band|skinhead|suspense,English,USA,R,2015
Color,Billy Kent,88,Tim Russ,,Comedy|Drama|Romance,Liza Minnelli,The Oh in Ohio ,5494,Winter Ave Zoli,marriage|orgasm|school|sex|swimming,English,USA,R,2006
Color,James Manera,99,Greg Germann,830210,Drama|Mystery|Sci-Fi,Joaquim de Almeida,Atlas Shrugged: Who Is John Galt? ,1900,Kristoffer Polaha,box office flop|critically bashed|economy|individual versus society|rescue,English,USA,PG-13,2014
Color,Wes Anderson,91,Darryl Cox,1040879,Comedy|Crime|Drama,Andrew Wilson,Bottle Rocket ,54478,Lumi Cavazos,caper|escapade|motel|robbery|texas,English,USA,R,1996
Color,Kevin Spacey,97,Joe Mantegna,326308,Crime|Drama|Thriller,Viggo Mortensen,Albino Alligator ,6632,Faye Dunaway,bar|box office flop|hostage|new orleans louisiana|police,English,USA,R,1996
Color,Feroz Abbas Khan,136,Bhoomika Chawla,240425,Biography|Drama|History,Akshaye Khanna,"Gandhi, My Father ",1311,Darshan Jariwala,africa|hindu|india|muslim|south africa,Hindi,India,,2007
Color,Errol Morris,118,Megan Ambuhl Graner,228830,Crime|Documentary|War,Jeffrey Frost,Standard Operating Procedure ,3329,Ken Davis,abu ghraib|abuse|prison|slow motion|torture,English,USA,R,2008
Color,Dennis Hopper,94,Don Gordon,,Drama,Raymond Burr,Out of the Blue ,1599,Jim Byrnes,explosion|hitchhiking|punk|trauma|truck driver,English,Canada,R,1980
Color,Eli Craig,89,Tyler Labine,223615,Comedy|Horror,Katrina Bowden,Tucker and Dale vs Evil ,127842,Chelan Simmons,cabin|chainsaw|college kid|hillbilly|vacation,English,Canada,R,2010
Color,Nicholas Fackler,90,Ellen Burstyn,124720,Drama|Romance,Adam Scott,"Lovely, Still ",1560,Martin Landau,christmas|fable|old man,English,USA,PG,2008
Color,Richard Wallace,95,Paul Fix,,Adventure|Drama|Romance,Judith Anderson,Tycoon ,989,Laraine Day,engineer|ethics|mountain|railroad|south america,English,USA,Approved,1947
Color,Morgan J. Freeman,90,John Heard,99147,Drama,Ethan Suplee,Desert Blue ,1884,Sara Gilbert,cola|desert|ice cream cone|teenage girl|vomiting,English,USA,R,1998
Color,Matthew Hastings,95,Marc Trottier,,Comedy|Horror|Sci-Fi,Meghan Ory,Decoys ,4041,Corey Sevier,breasts|campus|college|tentacle|virginity,English,Canada,R,2004
Color,M. Night Shyamalan,94,Patch Darragh,65069140,Horror|Thriller,Ocean James,The Visit ,65299,Olivia DeJonge,farm|handheld camera|impostor|rap|rock paper scissors,English,USA,PG-13,2015
Color,Brian De Palma,90,Daniel Stewart Sherman,65087,Crime|Thriller|War,Mike Figueroa,Redacted ,8824,Kel O'Neill,blood splatter|iraq|murder|rape|soldier,English,USA,R,2007
Color,Klaus Menzel,103,Jacqueline Bisset,16066,Mystery|Romance|Thriller,Adam Garcia,Fascination ,1207,Alice Evans,death|love|marriage|secret|suspicion,English,Germany,R,2004
Color,,60,Dylan Minnette,,Drama|Fantasy,Holly Hunter,Saving Grace             ,3852,Bokeem Woodbine,catholic|death row|inmate|oklahoma city|sexual promiscuity,English,USA,TV-MA,
Color,Oren Peli,91,Sandra Staggs,,Horror|Sci-Fi|Thriller,Glenn Campbell,Area 51 ,7888,Jelena Nik,alien|alien abduction|conspiracy|secret base|ufo,English,USA,R,2015
Color,Jaume Balagueró,102,Tony Corvillo,,Drama|Horror|Thriller,Luis Tosar,Sleep Tight ,23756,Marta Etura,apartment|concierge|girl|hitchcockian|stalking,Spanish,Spain,Not Rated,2011
Color,Paul Andrew Williams,92,Doug Bradley,,Comedy|Crime|Horror|Thriller,Dave Legeno,The Cottage ,10056,Georgia Groome,countryside|deformed|farmer|gangster|kidnapping,English,UK,Unrated,2008
Color,Stephen Herek,87,Callum Blue,,Comedy|Drama|Fantasy,Henry Ian Cusick,Dead Like Me: Life After Death ,10734,Shenae Grimes-Beech,african american policeman|police|policeman|policewoman|vomiting,English,USA,R,2009
Color,Bob Saget,80,John Stamos,,Animation|Comedy,Alyson Hannigan,Farce of the Penguins ,4322,Jim Belushi,flatulence|march|penguin|south pole|spoof,English,USA,R,2006
Color,Jim Amatulli,90,Patricia Neal,,Drama|Family|Music,Heather Locklear,Flying By ,215,Katie Leclerc,,English,USA,PG-13,2009
Color,,44,Dulé Hill,,Comedy|Crime|Mystery,Corbin Bernsen,Psych             ,67315,Timothy Omundson,best friend|friend|police|police department|psychic,English,USA,TV-PG,
Color,William H. Macy,105,Felicity Huffman,37440,Comedy|Drama|Music,Billy Crudup,Rudderless ,12672,David Adam Flannery,demo tape|directed by cast member|grieving father|guitar|guitar player,English,USA,R,2014
Color,Barrett Esposito,67,Cyndi Lauper,,Animation|Family,Chazz Palminteri,Henry & Me ,83,Danny Aiello,bare butt|baseball|children|new york yankees|surrealism,English,USA,PG,2014
Color,Mitch Davis,95,Jon Heder,,Comedy,Gary Cole,Christmas Eve ,1091,Cheryl Hines,,English,USA,PG,2015
Color,Eric Bross,87,Esai Morales,,Crime|Drama|Thriller,Teri Polo,We Have Your Husband ,216,Nicholas Gonzalez,abduction|based on true story|mexico,English,USA,TV-PG,2011
Color,Paul Schrader,94,Irène Jacob,,Drama|Thriller,Nicolas Cage,Dying of the Light ,6964,Tomiwa Edun,cia|individualism|mental illness|religion|revenge,English,Bahamas,R,2014
Color,Vicky Jewson,109,Sofia Black-D'Elia,,Action|Drama|Thriller|War,James Frain,Born of War ,237,Lisa Kay,fight|mina|murder|revenge|terrorist,English,UK,R,2014
Color,Peter Hyams,130,Sam Waterston,,Action|Sci-Fi|Thriller,David Huddleston,Capricorn One ,15988,Hal Holbrook,astronaut|hoax|journalist|mission|nasa,English,USA,PG,1977
Color,Marc Bennett,,Natasha Henstridge,,Comedy|Drama,Michael Rapaport,Should've Been Romeo ,38,Costas Mandylor,,English,USA,,2012
Color,Mike Mayhall,88,Cody Howard,,Family,David Raizor,Running Forever ,8,Martin Kove,,English,USA,,2015
Color,Kevin Smith,88,Haley Joel Osment,,Comedy|Fantasy|Horror|Thriller,Johnny Depp,Yoga Hosers ,849,Natasha Lyonne,part of trilogy|second part,English,USA,PG-13,2016
Color,Stanton Barrett,97,Michael Dudikoff,,Action|Horror,Mikal Vega,Navy Seals vs. Zombies ,928,Ed Quinn,building|infection|navy seal|shot through the head|zombie,English,USA,,2015
Color,Jirí Menzel,113,Ivan Barnev,617228,Comedy|Drama|Romance|War,Julia Jentsch,I Served the King of England ,6183,Milan Lasica,hotel|legs|lingerie|waiter|wealth,Czech,Czech Republic,R,2006
Color,Fatih Akin,99,Moritz Bleibtreu,274385,Comedy|Drama,Udo Kier,Soul Kitchen ,29203,Birol Ünel,2000s|burglar|chef|cook|restaurant,German,Germany,,2009
Color,Billy Bob Thornton,148,Dwight Yoakam,24475416,Drama,Robert Duvall,Sling Blade ,72443,J.T. Walsh,friend|mental institution|murder|repair shop|small town,English,USA,R,1996
Color,Nick Murphy,107,Imelda Staunton,,Horror|Thriller,Isaac Hempstead Wright,The Awakening ,46347,Joseph Mawle,boarding school|boy|british horror|ghost|school,English,UK,R,2011
Color,Eli Roth,93,Takashi Miike,47277326,Horror,Jay Hernandez,Hostel ,138814,Rick Hoffman,bratislava|hostel|sadistic horror|torture|travel,English,USA,R,2005
Color,Michael Winterbottom,94,Shirley Henderson,1247453,Comedy|Drama,Steve Coogan,Tristram Shandy: A Cock and Bull Story ,11202,Dylan Moran,actor playing himself|battle|boots|penis|womb,English,UK,R,2005
Color,Jeff Nichols,121,Shea Whigham,1729969,Drama|Thriller,Katy Mixon,Take Shelter ,68211,Robert Longstreet,ambiguous ending|firefly|mysterious event|schizophrenia|storm,English,USA,R,2011
Color,Frank LaLoggia,118,Lukas Haas,1705139,Fantasy|Horror|Mystery|Thriller,Alex Rocco,Lady in White ,4695,Katherine Helmond,1960s|boy|ghost|murder|small town,English,USA,R,1988
Color,Jeremy Brock,98,Julie Walters,238774,Comedy|Drama,Rupert Grint,Driving Lessons ,9611,Tamsin Egerton,actress|coming of age|retired actress|teenage boy|vomiting,English,UK,PG-13,2006
Color,Scott Foley,82,Greg Grunberg,,Comedy|Crime,Donald Faison,Let's Kill Ward's Wife ,4247,Dagmara Dominczyk,apology|death|group of friends|sex|toilet,English,USA,Unrated,2014
Color,Tobe Hooper,101,Lou Perryman,8025872,Comedy|Horror,Bill Johnson,The Texas Chainsaw Massacre 2 ,19234,Jim Siedow,chainsaw|chainsaw murder|human monster|music score composed by director|obscene finger gesture,English,USA,X,1986
Color,Sam Peckinpah,106,Bob Dylan,,Biography|Drama|Romance|Western,James Coburn,Pat Garrett & Billy the Kid ,13467,Jason Robards,bare breasts|flogging|human branding|man slaps a woman|manhunt,English,USA,R,1973
Color,Nicolas Winding Refn,90,Kristin Scott Thomas,778565,Crime|Drama,Ryan Gosling,Only God Forgives ,83234,Yayaying Rhatha Phongam,brutal cop|drug dealer|punishment|thai boxing|vengeance,English,Denmark,R,2013
Color,Christophe Ali,79,Isild Le Besco,,Drama,Denis Lavant,Camping sauvage ,262,Emmanuelle Bercot,cabin|girl fight|jealousy|sailing boat|tent,French,France,,2005
Color,Gabriela Tagliavini,87,Kate del Castillo,,Comedy,Maria Conchita Alonso,Without Men ,1427,Camryn Manheim,bare chested male|journalist|passion|pregnancy|woman in underwear,English,USA,R,2011
Color,Shekar,,Diganth,,Comedy|Romance,Bhama,Barfi ,57,Dileep Raj,,Kannada,India,,2013
Color,Shona Auerbach,105,Sharon Small,1340891,Drama|Romance,Gerard Butler,Dear Frankie ,18940,Jack McElhone,boy|dock|letter|seaside|stranger,English,UK,PG-13,2004
Color,Leonard Farlinger,89,Gary Farmer,,Western,Keith Carradine,All Hat ,436,Stephen McHattie,contemporary west|cowboy|horse|jockey|neo western,English,Canada,R,2007
Color,Michel Leclerc,100,Jacques Gamblin,513836,Comedy|Drama|Romance,Sara Forestier,The Names of Love ,6304,Zinedine Soualem,activist|promiscuous daughter|promiscuous woman|sex in a bed|voyeurism,French,France,R,2010
Color,Analeine Cal y Mayor,92,Douglas Smith,,Comedy|Drama,Zoë Kravitz,Treading Water ,421,Kim Ly,,English,Mexico,,2013
Color,Tom Kalin,97,Elena Anaya,434417,Drama,Eddie Redmayne,Savage Grace ,8867,Stephen Dillane,incest|male nudity|older man younger woman relationship|orgasm|son murders mother,English,Spain,Not Rated,2007
Color,Robert Sarkies,100,Matthew Sunderland,728,Crime|Drama,William Kircher,Out of the Blue ,2776,Paul Glover,true crime,English,New Zealand,,2006
Color,Hugh Wilson,96,Bubba Smith,81200000,Comedy,Steve Guttenberg,Police Academy ,87739,Michael Winslow,misfit|police|police academy|police cadet|police officer,English,USA,R,1984
Color,Randal Kleiser,104,Christopher Atkins,,Adventure|Drama|Romance,Brooke Shields,The Blue Lagoon ,50125,Leo McKern,coming of age|island|poison|teenage boy|teenage girl,English,USA,R,1980
Color,Mike Newell,117,James Fleet,52700832,Comedy|Drama|Romance,Kristin Scott Thomas,Four Weddings and a Funeral ,107923,Simon Callow,1990s|chick flick|funeral|gay relationship|wedding,English,UK,R,1994
Color,Amy Heckerling,90,Judge Reinhold,,Comedy|Drama,Jennifer Jason Leigh,Fast Times at Ridgemont High ,71217,Vincent Schiavelli,break up|california|high school|surfer|teacher,English,USA,X,1982
Color,John Huston,115,Richard Basehart,,Adventure|Drama,Royal Dano,Moby Dick ,13474,James Robertson Justice,obsession|revenge|ship|whale|whaling,English,USA,Unrated,1956
Color,Spike Lee,108,Rosario Dawson,13060843,Drama,Philip Seymour Hoffman,25th Hour ,149528,Aaron Stanford,bar|dream|drug dealing|nightclub|widower,English,USA,R,2002
Color,,43,Indiana Evans,,Crime|Drama,Dan Fogler,Secrets and Lies             ,6762,KaDee Strickland,,English,USA,,
Color,Lana Wachowski,109,Kevin Michael Richardson,3798532,Crime|Drama|Romance|Thriller,Christopher Meloni,Bound ,41138,Peter Spellos,gangster|lesbian|mafia|money|neo noir,English,USA,R,1996
Color,Darren Aronofsky,102,Mark Margolis,3609278,Drama,Ellen Burstyn,Requiem for a Dream ,573541,Louise Lasser,addiction|diet pill|drug addiction|fast motion scene|heroin,English,USA,R,2000
Color,Walter Lang,100,Jeanne Crain,,Musical|Romance,Dana Andrews,State Fair ,2756,Frank McHugh,fair|farm|iowa|newspaper|state fair,English,USA,Approved,1945
Color,Carlos Saura,115,Juan Luis Galiardo,1687311,Drama|Musical,Mía Maestro,Tango ,2412,Miguel Ángel Solá,dancer|director|love|musical filmmaking|tango,Spanish,Spain,PG-13,1998
Color,Oliver Stone,122,John Savage,,Drama|History|Thriller|War,Jim Belushi,Salvador ,15175,Juan Fernández,1980s|el salvador|political thriller|reagan administration|war journalism,English,UK,R,1986
Color,Andrew Erwin,98,Sarah Drew,10429707,Comedy,Alex Kendrick,Moms' Night Out ,10483,Patricia Heaton,blogger|pastor|reference to the shawshank redemption|taser|tasered,English,USA,PG,2014
Color,Richard Kelly,133,Mary McDonnell,727883,Drama|Sci-Fi|Thriller,Jake Gyllenhaal,Donnie Darko ,580999,James Duval,1980s|death|insanity|parallel universe|time travel,English,USA,R,2001
Color,Beto Gómez,105,Gerardo Taracena,1391770,Adventure|Comedy|Western,Jaime Camil,Saving Private Perez ,1592,Joaquín Cosio,conflicted hero|flashback|mission|rescue|rescue mission,Spanish,Mexico,PG-13,2011
Color,Mike van Diem,122,Fedja van Huêt,713413,Crime|Drama|Mystery,Jan Decleir,Character ,9171,Hans Kesting,bailiff|lawyer|office|police|school,Dutch,Netherlands,R,1997
Color,Jonas Åkerlund,106,Nicholas Gonzalez,410241,Comedy|Crime|Drama,Patrick Fugit,Spun ,32357,Debbie Harry,male nudity|meth|meth lab|nudity|speed freak,English,USA,R,2002
Color,Todd Solondz,98,Shirley Henderson,278821,Comedy|Drama,Rich Pecci,Life During Wartime ,5465,Charlotte Rampling,forgiveness|ghost|new jersey|pedophile|three sisters,English,USA,R,2009
Color,Chan-wook Park,112,Yeong-ae Lee,211667,Crime|Drama,Min-sik Choi,Lady Vengeance ,53508,Hye-jeong Kang,cake|christian|lesbian sex|oral sex|pregnant schoolgirl,Korean,South Korea,R,2005
Color,René Féret,120,Clovis Fouin,706622,Biography|Drama|Music|Romance,Nicolas Giraud,Mozart's Sister ,1213,Marie Féret,mozart|musical prodigy|royal court|singer|talent,French,France,,2010
Color,Barry Skolnick,99,Jason Flemyng,92191,Comedy|Drama|Sport,Jason Statham,Mean Machine ,29463,Danny Dyer,inmate|prison|prison guard|soccer|soccer star,English,UK,R,2001
Color,Johnnie To,110,Anthony Chau-Sang Wong,49413,Action|Crime|Thriller,Simon Yam,Exiled ,6919,Josie Ho,baby|friendship|macau|practical joke|selfie,Cantonese,Hong Kong,R,2006
Color,Mateo Gil,102,Dominique McElligott,199652,Action|Adventure|Western,Sam Shepard,Blackthorn ,7390,Stephen Rea,assumed identity|bolivia|butch cassidy|doctor|thief,English,Spain,R,2011
Color,Lukas Moodysson,109,Artyom Bogucharskiy,181655,Crime|Drama,Oksana Akinshina,Lilya 4-Ever ,35464,Lyubov Agapova,abandoned by mother|poverty|sex trade|teenage prostitution|unpaid bill,Russian,Sweden,R,2002
Color,Agnieszka Wojtowicz-Vosloo,104,Josh Charles,108229,Drama|Horror|Mystery|Thriller,Liam Neeson,After.Life ,30836,Chandler Canterbury,breath on mirror|buried alive|engagement ring|looking at one's self in a mirror|serial killer,English,USA,R,2009
Color,Kabir Sadanand,134,Sana Saeed,,Drama|Thriller,Jimmy Shergill,Fugly ,781,Dimple Kapadia,,Hindi,India,,2014
Color,Milos Forman,133,Michael Berryman,112000000,Drama,Scatman Crothers,One Flew Over the Cuckoo's Nest ,680041,Louise Fletcher,1960s|escape|mental institution|nurse|sexuality,English,USA,R,1975
Color,Peter DeLuise,85,Dove Cameron,,Comedy,Katherine McNamara,R.L. Stine's Monsterville: The Cabinet of Souls ,917,Braeden Lemasters,cabinet|carnival|halloween|soul|temptress,English,USA,PG,2015
Color,Mel Brooks,87,Dom DeLuise,,Comedy|Romance,Sid Caesar,Silent Movie ,12666,Bernadette Peters,black comedy|friend|modern silent movie|silent movie|two word title,,USA,PG,1976
Color,Raja Menon,130,Sameer Ali Khan,,Action|Drama|History|Thriller|War,Nimrat Kaur,Airlift ,30977,Purab Kohli,1990s|businessman|evacuation|historical fiction|kuwait,Hindi,India,,2016
Color,,199,Jonathan Crombie,,Drama|Family,Zack Ward,Anne of Green Gables             ,14251,Megan Follows,girl|heroine|kindred spirit|orphan|rural setting,English,Canada,TV-G,
Color,Ernie Barbarash,103,Michael J. Morris,8691,Action|Adventure,Michael Jai White,Falcon Rising ,4952,Lateef Crowder,,English,USA,R,2014
Color,Nick Love,112,Ray Winstone,26345,Action|Crime|Drama,Hayley Atwell,The Sweeney ,16445,Alan Ford,bank|criminal|detective|flying squad|policewoman,English,UK,R,2012
Color,Jonathan Glazer,89,James Fox,6940281,Crime|Thriller,Ray Winstone,Sexy Beast ,43135,Amanda Redman,boulder|gangster|one last job|spain|villa,English,UK,R,2000
Color,Daniel Espinosa,124,Fares Fares,188870,Action|Crime|Drama|Thriller,Fabian Bolin,Easy Money ,13443,Matias Varela,double life|drugs|financial crisis|first part|serbian,Swedish,Sweden,R,2010
Color,Niki Caro,101,Rawiri Paratene,20772796,Drama|Family,Keisha Castle-Hughes,Whale Rider ,34232,Tammy Davis,girl|maori|new zealand|tradition|whale,English,New Zealand,PG-13,2002
Color,R. Balki,133,Abhishek Bachchan,199228,Comedy|Drama,Vidya Balan,Paa ,7295,Paresh Rawal,adult actor playing minor|politician|progeria|reference to spiderman|school,Hindi,India,,2009
Color,Ivan Engler,112,Claude-Oliver Rudolph,,Mystery|Sci-Fi|Thriller,Yangzom Brauen,Cargo ,15780,Anna Katharina Schwabroh,23rd century|lucid dream|outer space|space travel|trapped in space,German,Switzerland,,2009
Color,Joe Wright,111,Cara Delevingne,34964818,Adventure|Family|Fantasy,Hugh Jackman,Pan ,39975,Nonso Anozie,1940s|child hero|fantasy world|orphan|reference to peter pan,English,USA,PG,2015
Color,Kenny Ortega,98,Corbin Bleu,,Comedy|Drama|Family|Music|Musical|Romance,Lucas Grabeel,High School Musical ,59254,Olesya Rulin,audition|basketball|high school|singing|teenager,English,USA,TV-G,2006
Color,,60,Daniella Alonso,,Crime|Drama,Dorian Missick,Animal Kingdom             ,3673,Ellen Barkin,based on film|brother brother relationship|crime family|remake|southern california,English,USA,,
Color,Richard Kwietniowski,93,Maury Chaykin,2542264,Comedy|Drama,Jason Priestley,Love and Death on Long Island ,3407,Danny Webb,actor|love|obsession|obsessive love|star,English,UK,PG-13,1997
Color,Timur Bekmambetov,104,Aleksey Chadov,1487477,Fantasy|Thriller,Konstantin Khabenskiy,Night Watch ,47097,Zhanna Friske,battle|bridge|mother son relationship|supernatural power|vampire,Russian,Russia,R,2004
Color,Neil Jordan,112,Miranda Richardson,62549000,Crime|Drama|Romance|Thriller,Jim Broadbent,The Crying Game ,41361,Stephen Rea,androgynous|full frontal male nudity|irish republican army|psychological drama|tragic love,English,UK,R,1992
Color,Bob Clark,94,Susan Clark,105500000,Comedy,Art Hindle,Porky's ,31260,Tony Ganios,female full frontal nudity|revenge|school|sheriff|virginity,English,Canada,R,1981
Color,George A. Romero,90,Shawn Roberts,101055,Horror,Julian Richings,Survival of the Dead ,17478,Kathleen Munroe,delaware|feud|island|undead|zombie,English,USA,R,2009
